autor,titulo,poema,numero_total_estrofas,versos_por_estrofa,distribucion_silabas_estrofas,entropia_lexica_sust_adj
manuel altolaguirre,beso,"
            ¡qué sola estabas por dentro!

            cuando me asomé a tus labios
            un rojo túnel de sangre,
            oscuro y triste, se hundía
            hasta el final de tu alma.

            cuando penetró mi beso,
            su calor y su luz daban
            temblores y sobresaltos
            a tu carne sorprendida.

            desde entonces los caminos
            que conducen a tu alma
            no quieres que estén desiertos.

            ¡cuántas flechas, peces, pájaros,
            cuántas caricias y besos!
        ",5,"[1, 4, 4, 3, 2]","{1: [9], 2: [9, 8, 9, 9], 3: [8, 8, 8, 8], 4: [9, 8, 10], 5: [12, 9]}",4.277613436819116
manuel altolaguirre,brisa,"
Parece que se persiguen
las altas hojas del trigo.

Apretada prisa verde
de limitado dominio
nunca podrá como el agua
desencadenarse en río,
siempre entre cuatro paredes
apretarán su bullicio.

Van y vienen preguntando
sin encontrar lo perdido.
Se dan de codos, se pisan,
van y vienen sin sentido.

Contra la pared del aire
los verdes cuerpos heridos.
",4,"[2, 6, 4, 2]","{1: [8, 8], 2: [7, 8, 8, 8, 9, 7], 3: [8, 8, 9, 8], 4: [7, 9]}",4.037401197654112
manuel altolaguirre,campo,"
(Cinco pétalos tiene
la flor que él ama:
la camisa de lino,
el refajo de lana
el vestido de seda,
el delantal, la capa).

Aquel árbol de la cumbre
tiene las bridas del viento;
la capa de su jinete
pinta de celeste al cielo
y el agua del río se aleja
acariciando reflejos.
El pastor trenza su honda
con fibras de esparto nuevo,
mientras el rebaño va
dejando desnudo el suelo.
Ella en el barranco rojo
sus ramas rubias dio al viento.
Las miradas del pastor
oblicuamente crecieron.
Ella en el barranco rojo
y él en el perfil del cerro.
",2,"[6, 16]","{1: [7, 5, 7, 7, 7, 8], 2: [7, 8, 8, 9, 8, 8, 8, 9, 7, 9, 8, 9, 7, 8, 8, 9]}",4.984769618706744
manuel altolaguirre,como un sol,"
Como un sol de las doce,
su presencia clarísima
fue recogiendo todos
mis recuerdos tendidos.

Todos fueron entrando
bajo mis pies inmóviles,
como cartas alegres
por rendijas de puertas.
¡Oh, sombra de mi alma!

Mientras que deslumbrante,
recortados sus brillos,
sobre mí iluminaba
intensamente el mundo.
¡Blanco sol de mi alma!
",3,"[4, 5, 5]","{1: [8, 8, 7, 8], 2: [7, 9, 6, 8, 7], 3: [7, 8, 7, 8, 7]}",3.8749999999999996
manuel altolaguirre,comunión,"
La muerte y las ausencias despoblaron
corazones y estancias. ¡Cuánto olvido
miserable y contento tras las puertas!

¡Si yo pudiera ser el que volviese,
el que ya nunca es esperado!
Quisiera entrar y darme con figura
diferente y amada en cada sitio.

Me asomo a las ventanas. ¿Me conocen?
En la luz amarilla me sonríen.

Se dan contra mi cara, piel adentro,
el padre que se fue, el hermano o el hijo.
Me asomo a las ventanas.
",4,"[3, 4, 2, 3]","{1: [12, 14, 13], 2: [12, 10, 12, 12], 3: [13, 9], 4: [9, 14, 9]}",4.297079327540664
manuel altolaguirre,contigo,"
No estás tan sola sin mí.
Mi soledad te acompaña.
Yo desterrado, tú ausente.
¿Quién de los dos tiene patria?

Nos une el cielo y el mar.
El pensamiento y las lágrimas.
Islas y nubes de olvido
a ti y a mí nos separan.

¿Mi luz aleja tu noche?
¿Tu noche apaga mis ansias?
¿Tu voz penetra en mi muerte?
¿Mi muerte se fue y te alcanza?

En mis labios los recuerdos.
En tus ojos la esperanza.
No estoy tan solo sin ti.
Tu soledad me acompaña.
",4,"[4, 4, 4, 4]","{1: [8, 8, 9, 8], 2: [9, 11, 9, 9], 3: [7, 9, 9, 10], 4: [9, 8, 8, 8]}",4.221928094887361
manuel altolaguirre,copa de luz,"
Antes de mi muerte, un árbol
está creciendo en mi tumba.

Las ramas llenan el cielo,
las estrellas son sus frutas
y en mi cuerpo siento el roce de
sus raíces profundas.

Estoy enterrado en penas,
y crece en mí una columna
que sostiene al firmamento,
copa de luz y amargura.

Si está tan triste la noche
está triste por mi culpa.
",4,"[2, 4, 4, 2]","{1: [9, 9], 2: [8, 8, 11, 6], 3: [10, 9, 9, 8], 4: [9, 8]}",4.297079327540664
manuel altolaguirre,círculos de soledad,"
círculos de soledad
dibujados por mi espera.
girando sobre mis pies,
impaciente, arrastro y doblo
las puntas de mis miradas
sobre lo inútil perpetuo.

sendero abrirá, llegando
a mi centro permanente;
radio de circunferencia,
minutero de reloj
señalando con sus huellas.

y quedará en mí, o se irá
marcando nuevo caminos
perpendicular al otro,
en ángulo al de llegada:
gráfico cuarto de hora.

impaciente espera larga.

entero horizonte ciñe
la estatua de mi ansiedad:
faro en islote perdido,
monumento a la inquietud
en una plaza redonda.
",5,"[6, 5, 5, 1, 5]","{1: [7, 9, 8, 9, 8, 8], 2: [8, 8, 8, 7, 9], 3: [9, 8, 7, 9, 8], 4: [9], 5: [9, 10, 9, 9, 7]}",5.195295934496219
manuel altolaguirre,dentro de ti,"
¡Qué jardín visiones
intangibles, mi cuarto!
¡Qué delicada y fácil
la imagen de tu alma!
¡Qué parado mi cuerpo
por no enturbiar el aire!

Porque mucho te quise,
ahora te tengo clara
entre tantos confusos
sueños que te navegan.

Igual que a mi conciencia
la traspasan mis actos,
te surcan los recuerdos
gloriosos de tu vida.

Contigo, a veces, antes
—¿te acuerdas?—admiraba
en la vida tus bellos
límites exteriores.

Ahora dentro de ti
como en un cielo estoy,
en un cielo infinito,
con los que te quisieron.
",5,"[6, 4, 4, 4, 4]","{1: [6, 8, 8, 7, 7, 8], 2: [7, 7, 7, 7], 3: [7, 8, 7, 7], 4: [9, 8, 7, 7], 5: [6, 9, 8, 8]}",4.418295834054491
manuel altolaguirre,desnudo,"
El cielo de tu tacto
amarillo cubría
el oculto jardín
de pasión y de música.

Altas yedras de sangre
abrazaban tus huesos.

La caricia del alma
—brisa en temblor— movía
todo lo que tú eras.

¡Qué crepúsculo bello
de rubor y cansancio
era tu piel! Estabas
como un astro sin brillo
recibiendo del sol
la luz de tu contorno.

Sólo bajo tus pies era de noche.

Eras cárcel de música,
de la música presa
que intentaba escapar
en cada gesto tuyo,
pero que no podía salir
y se asomaba como un niño
a los cristales de tus ojos claros.
",6,"[4, 2, 3, 6, 1, 7]","{1: [7, 5, 5, 8], 2: [7, 7], 3: [7, 8, 7], 4: [7, 8, 7, 8, 6, 6], 5: [10], 6: [7, 7, 8, 7, 7, 10, 11]}",4.85140976555739
manuel altolaguirre,dolor,"
Tras unos ojos negros,
dentro de una mirada,
ira y desorden ciegos
deseaban volcarse
para dañar mi vida.

Pero ¿qué son los sucios
charcos de otras conciencias?
¿Qué son y adónde alcanzan?

Yo, que hubiera querido
sentirme niño siempre
bajo la protección de aquellos ojos,
ahora sólo me importa
no pisar su destello
entre tanta miseria
como a mis pies existe.

Crecí sin saber cómo.
Hay dolor en la altura
del bien y el desengaño.

Hubiera preferido,
a esta soledad fría,
una ignorancia cómplice
al nivel de la tierra.
",5,"[5, 3, 7, 3, 4]","{1: [6, 7, 7, 6, 7], 2: [7, 8, 8], 3: [8, 7, 11, 8, 7, 7, 7], 4: [7, 8, 8], 5: [7, 7, 8, 7]}",4.436605434317882
manuel altolaguirre,el solitario,"
En esta noche negra
con maldades de fósforo,
cuando brillan los crímenes
como peces,
voy por la vida en una barca,
voy bajo la muerte que es mi cielo.
Me admiro de ser yo
quien solitario
grite a los hombres
la verdad del destino.
Grito a los hombres plenos
y a las mujeres huecas,
les grito que el amor que les confunde
no debiera romperse.
Las mujeres se abren para el vicio
y los hombres ignoran,
cuando rasgan un vientre,
que están presos.
Las carceleras débiles,
huecas mil veces, huecas, huecas,
se ensañan y seducen traicionando.
El amor impotente
contra el placer fugaz se rompe el alma.
Y yo me rompo el alma
contra los horizontes de la vida.
",1,[25],"{1: [7, 8, 8, 5, 9, 11, 7, 5, 6, 6, 8, 9, 11, 7, 11, 7, 7, 6, 9, 12, 12, 6, 12, 8, 10]}",4.5934003486044395
manuel altolaguirre,elegía a federico garcía lorca,"
Me olvido de vivir si te recuerdo,
me reconozco polvo de la tierra
y te incorporo a mí, como lo hace
la parte más cercana de tu tumba,
esa tierra insensible que suplanta
el amoroso afán de tus amigos.

Acabada tu vida, permanece
con su total contorno dibujado:
no hay puerta que te lleve a lo futuro.

El árbol de tu nombre ha florecido
en una incalculable primavera.

La muerte es perfección, acabamiento.
Sólo los muertos pueden ser nombrados.
Los que vivimos no tenemos nombre.

Los míticos honderos de la fama
tiran los cantos de tu nombre al mundo
y el lago de la vida abre sus ojos
con párpados de vidrio interminables:
No hay montaña, no hay cielo, no hay llanura,
que en círculos concéntricos no agrande
el eco de tu nombre esclarecido.

No es dolor fraternal, no es pena humana,
es parte, mi pesar, del sentimiento
que hace de las estrellas pensativas
flores sobre la noche que te cubre.

Te escribo estas palabras separado
del cotidiano sueño de mi vida,
desde un astro lejano en donde sufro
tu irreparable pérdida llorando.
",7,"[6, 3, 2, 3, 7, 4, 4]","{1: [12, 11, 13, 11, 11, 10], 2: [10, 10, 13], 3: [12, 11], 4: [12, 12, 11], 5: [11, 12, 11, 13, 14, 12, 11], 6: [15, 12, 12, 11], 7: [13, 10, 12, 11]}",5.7068905956085185
manuel altolaguirre,epitafio,"
A Fernando Villalón

Lejano amigo íntimo:
tan distante estás ya,
que tu reflejo en mí
no puede ser más hondo.

Tu recuerdo es profundo,
como grande es tu ausencia,
y tan largo el camino
que has andado en la muerte
como el que recorriste
traspasando mi alma
al subir a tu gloria.
",3,"[1, 4, 7]","{1: [7], 2: [7, 7, 7, 7], 3: [8, 9, 7, 9, 8, 7, 7]}",3.584962500721157
manuel altolaguirre,era mi dolor tan alto,"
            era mi dolor tan alto,
            que la puerta de la casa
            de donde salí llorando
            me llegaba a la cintura.

            ¡qué pequeños resultaban
            los hombres que iban conmigo!
            crecí como una alta llama
            de tela blanca y cabellos.

            si derribaran mi frente
            los toros bravos saldrían,
            luto en desorden, dementes,
            contra los cuerpos humanos.

            era mi dolor tan alto,
            que miraba al otro mundo
            por encima del ocaso.
        ",4,"[4, 4, 4, 3]","{1: [7, 8, 7, 9], 2: [8, 8, 9, 10], 3: [8, 7, 9, 8], 4: [7, 8, 7]}",4.229871195093384
manuel altolaguirre,estoy perdido,"
Profeta de mis fines no dudaba
del mundo que pintó mi fantasía
en los grandes desiertos invisibles.

Reconcentrado y penetrante, solo,
mudo, predestinado, esclarecido,
mi aislamiento profundo, mi hondo centro,
mi sueño errante y soledad hundida,
se dilataban por lo inexistente,
hasta que vacilé cuando la duda
oscureció por dentro mi ceguera.

Un tacto oscuro entre mi ser y el mundo,
entre las dos tinieblas, definía
una ignorada juventud ardiente.
Encuéntrame en la noche. Estoy perdido.
",3,"[3, 7, 4]","{1: [11, 10, 12], 2: [12, 12, 13, 12, 11, 11, 11], 3: [14, 11, 11, 13]}",4.789015477886192
manuel altolaguirre,fin de un amor,"
            no sé si es que cumplió ya su destino,
            si alcanzó perfección o si acabado
            este amor a su límite ha llegado
            sin dar un paso más en su camino.

            aún le miro subir, de donde vino,
            a la alta cumbre donde ha terminado
            su penosa ascensión. tal ha quedado
            estático un amor tan peregrino.

            no me resigno a dar la despedida
            a tan altivo y firme sentimiento
            que tanto impulso y luz diera a mi vida.

            no es culminación lo que lamento.
            su culminar no causa la partida,
            la causará, tal vez, su acabamiento.
        ",4,"[4, 4, 3, 3]","{1: [12, 12, 12, 10], 2: [12, 13, 13, 10], 3: [12, 12, 14], 4: [11, 11, 12]}",4.623516641218016
manuel altolaguirre,gracias a ti,"
Hoy puedo estar conmigo. He deseado
para ti todo el bien y me acompaña
la bondad del amor. A ti te debo
gozar en soledad la compañía
más difícil del hombre,
la que consigo mismo tiene.
Le has dado a mi semblante sin saberlo
una luz interior que me hace fuerte,
para vencer mayores soledades.
",1,[9],"{1: [12, 12, 11, 10, 7, 9, 13, 11, 11]}",3.277613436819116
manuel altolaguirre,isla de luto,"
El tiempo es una llanura
y mi memoria un caballo.

Jinete suyo, yo voy
a oscuras por ese campo
sin detenerme en recuerdos
fugaces como relámpagos.

Mi caminar por el tiempo
tan sólo tiene un descanso
en el año de tu muerte
—isla de luto y de llanto—.

Plaza de mármoles fríos
y luna yerta. Me paro
deteniendo mi memoria
desbocada con espanto.

Junto al ciprés de tu sueño
para verte descabalgo.

No son recuerdos, que es vida
y verdadero el diálogo
que contigo tengo, madre,
cuando aquí nos encontramos.
",6,"[2, 4, 4, 4, 2, 4]","{1: [8, 9], 2: [7, 8, 9, 10], 3: [8, 9, 7, 10], 4: [7, 8, 8, 8], 5: [9, 8], 6: [10, 9, 8, 8]}",4.7068905956085185
manuel altolaguirre,la nube,"
Como el alma de un río,
como el sueño de un árbol,
la nube por el cielo
desdeñosa, avanzando,
desprecia las miradas
amorosas del campo.

Perderá su hermosura,
deshaciéndose en llanto,
cuando su amor conceda
a la sed de unos labios.

No te entregues, blanquísima
virgen de los espacios,
que tu amante es el polvo
y tu amor será barro.
",3,"[6, 4, 4]","{1: [8, 10, 7, 7, 7, 6], 2: [8, 8, 7, 8], 3: [9, 8, 8, 7]}",4.297079327540664
manuel altolaguirre,la playa,"
            las barcas de dos en dos,
            como sandalias del viento
            puestas a secar al sol.

            yo y mi sombra, ángulo recto.
            yo y mi sombra, libro abierto.

            sobre la arena tendido
            como despojo del mar
            se encuentra un niño dormido.

            yo y mi sombra, ángulo recto.
            yo y mi sombra, libro abierto.

            y más allá, pescadores
            tirando de las maromas
            amarillas y salobres.

            yo y mi sombra, ángulo recto.
            yo y mi sombra, libro abierto.
        ",6,"[3, 2, 3, 2, 3, 2]","{1: [8, 8, 8], 2: [10, 9], 3: [8, 7, 10], 4: [10, 9], 5: [7, 8, 7], 6: [10, 9]}",3.998050937146914
manuel altolaguirre,mi vida,"
¡Roca maternal, te olvido
buscando el mar de la muerte,
dibujando un largo río
de recuerdos transparentes.

Agua primera de vida,
voy con un blanco torrente
detrás, que me empuja y brama
vida de nubes y nieves.

Mi vida riega los campos,
mi vida vuela celeste,
mi vida se queda blanca
sobre las cumbres, perenne.

Quienes se vieron en mí
me llegan por tal corriente,
asaltan mi corazón
como legiones de peces
y forman espumas blancas
que se agolpan en mis sienes.

La vejez irá delante,
hacia el mar, sin detenerse.
Mi vida está enamorada,
su prometida es la muerte.
",5,"[4, 4, 4, 6, 4]","{1: [10, 9, 8, 8], 2: [7, 8, 11, 9], 3: [9, 8, 8, 8], 4: [7, 8, 6, 8, 8, 8], 5: [7, 10, 9, 9]}",4.436006945330956
manuel altolaguirre,miradas,"
            ojos de puente los míos
            por donde pasan las aguas
            que van a dar al olvido.
            sobre mi frente de acero
            mirando por las barandas
            caminan mis pensamientos.

            mi nuca negra es el mar,
            donde se pierden los ríos,
            y mis sueños son las nubes
            por y para las que vivo.

            ojos de puente los míos
            por donde pasan las aguas
            que van a dar al olvido.
        ",3,"[6, 4, 3]","{1: [6, 7, 8, 8, 8, 9], 2: [9, 8, 8, 8], 3: [6, 7, 8]}",3.7254805569978684
manuel altolaguirre,noche,"
Las tinieblas escuchan
el clamor del abismo,
la tremenda garganta
del dolor infinito.

Y se enternecen más
sobre los precipicios;
oscuridades anchas
bajo las que vivimos,

aires negros que son
montañas de suspiros,
blandos como el aliento
de los recién nacidos.

Consoladora noche,
y madre que es toda oídos,
para las quejas hondas,
para los altos gritos.
",4,"[4, 4, 4, 4]","{1: [7, 6, 7, 7], 2: [7, 8, 7, 8], 3: [6, 8, 7, 8], 4: [7, 10, 8, 8]}",4.459431618637297
manuel altolaguirre,olvido,"
Ahora la luz no existe
ni vemos ya la rosa,
ni el niño, el hombre, el árbol,
ni la nube, ni el sol.
Dios mío, estoy
en tu Voz sin espacio ni tiempo,
entre otras voces tuyas creadoras.

¡Qué amor aquí, Dios mío!
¡Que posesión eterna de todo Tú!
Ahora me burlo de mi cuerpo,
de mi sensible cuerpo que cogía
líneas, perfumes, roces y sonidos,
queriendo despertarme
cuando yo desvelado vislumbraba,
más allá de la forma, tu reinado.
",2,"[7, 8]","{1: [7, 7, 11, 8, 4, 10, 11], 2: [5, 10, 9, 10, 14, 7, 11, 10]}",4.436605434317882
manuel altolaguirre,para alcanzar la luz,"
            dicen que soy un ángel
            y, peldaño a peldaño,
            para alcanzar la luz
            tengo que usar las piernas.

            cansado de subir, a veces ruedo
            (tal vez serán los pliegues de mi túnica),
            pero un ángel rodando no es un ángel
            si no tiene el honor de llegar al abismo.

            y lo que yo encontré en mi mayor caída
            era blando, brillante;
            recuerdo su perfume,
            su malsano deleite.

            desperté y ahora quiero
            encontrar la escalera,
            para subir sin alas
            poco a poco a mi muerte.
        ",4,"[4, 4, 4, 4]","{1: [7, 8, 7, 8], 2: [12, 12, 13, 13], 3: [12, 6, 7, 6], 4: [8, 8, 6, 9]}",3.9841837197791894
